insurance,gender,ethnicity,diagnosis,count
Medicare,M,WHITE,"CHF,HYPOTENSION",2.0
Medicare,M,WHITE,"CHF,R/O MI",5.0
Medicare,M,WHITE,CHOELITHIASIS,2.0
Medicare,M,WHITE,CHOLANGEAL CARCINOMA/SDA,2.0
Medicare,M,WHITE,"CHOLANGIOCARCINOMA,DEHYDRATION",2.0
Medicare,M,WHITE,CHOLANGIOCARCINOMA/SDA,2.0
Medicare,M,WHITE,CHOLANGITIS,2.5625
Medicare,M,WHITE,CHOLANGITIS\ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,3.0
Medicare,M,WHITE,CHOLECYSTITIS,3.066666666666667
Medicare,M,WHITE,CHOLECYSTITIS/SDA,9.0
Medicare,M,WHITE,CHOLECYSTITIS; GALLSTONES/SDA,2.0
Medicare,M,WHITE,CHOLECYSTITIS;TELEMETRY,2.0
Medicare,M,WHITE,CHOLEDOCHOLITHIASIS,2.0
Medicare,M,WHITE,CHOLEDUODENAL FISTULA/SDA,2.0
Medicare,M,WHITE,CHOLELITHIASIS,2.0
Medicare,M,WHITE,"CHOLELITHIASIS, CHOLECYSTITIS/SDA",2.0
Medicare,M,WHITE,CHOLELITHIASIS/SDA,3.5
Medicare,M,WHITE,CHOLELITHIASIS; DILATED BILE DUCT,4.0
Medicare,M,WHITE,CHOLEYCYSTITIS,3.0
Medicare,M,WHITE,CHOLYDOCHOLITHIASIS,2.0
Medicare,M,WHITE,CHR/SDA,5.0
Medicare,M,WHITE,"CHRONIC AORTIC DISSECTION\RESECTION AORTIC ASCENDING ANEURYSM, CIRCULATORY ARREST",2.0
Medicare,M,WHITE,CHRONIC CHOLECYSTITIS,3.0
Medicare,M,WHITE,CHRONIC OBST PULM DISEASE,4.333333333333333
Medicare,M,WHITE,CHRONIC OBST PULM DISEASE;DEHYDRATION,2.0
Medicare,M,WHITE,CHRONIC OBST PULM DISEASE;PNEUMONIA,13.0
Medicare,M,WHITE,CHRONIC OBST PULM DISEASE;RENAL FAILURE;S/P STERNAL WOUND INFECTION,4.0
Medicare,M,WHITE,CHRONIC OBSTRUCTIVE DISEASE EXACERBATION,12.0
Medicare,M,WHITE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE EXACERBATION,3.0
Medicare,M,WHITE,CHRONIC RENAL FAILURE,2.6666666666666665
Medicare,M,WHITE,CHRONIC RENAL FAILURE/SDA,3.6666666666666665
Medicare,M,WHITE,CHRONIC RESPIRATORY FAILURE;AIRWAY OBSTRUCTION,5.0
Medicare,M,WHITE,CHRONIC SUBDURAL HEMATOMA/SDA,4.0
Medicare,M,WHITE,CHRONIC URINARY RETENTION/SDA,5.0
Medicare,M,WHITE,"CHRONIC WOUND, RIGHT ABDOMINAL WALL",2.0
Medicare,M,WHITE,CHYLOTHORAX,7.0
Medicare,M,WHITE,CIRRHOSIS,2.0
Medicare,M,WHITE,CIRRHOSIS OF LIVER,2.0
Medicare,M,WHITE,"CIRRHOSIS, HEP C",3.0
Medicare,M,WHITE,CIRRHOSIS;ESOPHAGEAL VARICES,3.0
Medicare,M,WHITE,CIRRHOSIS\REDO-TIPS  ** REMOTE WEST **/SDA,2.0
Medicare,M,WHITE,CLAUDICATION,3.6666666666666665
Medicare,M,WHITE,CLAUDICATION /SDA,2.0
Medicare,M,WHITE,CLAUDICATION/SDA,2.5
Medicare,M,WHITE,CLL;GASTROINTESTINAL BLEED,2.0
Medicare,M,WHITE,CLOSTRIDIUM DIFFICILE,7.0
Medicare,M,WHITE,CLOTTED RIGHT UPPER EXTREMITY AV FISTULA,2.0
Medicare,M,WHITE,COAGULOPATHY,2.0
Medicare,M,WHITE,CODE SEPISI,2.0
Medicare,M,WHITE,COLANGITIS,5.0
Medicare,M,WHITE,COLD ISCHEMIC LEG,2.0
Medicare,M,WHITE,COLITIS,3.75
Medicare,M,WHITE,COLITIS;INFECTION,3.0
Medicare,M,WHITE,COLON CA,2.0
Medicare,M,WHITE,COLON CA/SDA,2.0
Medicare,M,WHITE,COLON CANCER,2.0
Medicare,M,WHITE,COLON CANCER/SDA,2.3333333333333335
Medicare,M,WHITE,COLON CARCINOMA/SDA,2.0
Medicare,M,WHITE,"COLON TUMOR, BENIGN/SDA",2.0
Medicare,M,WHITE,COLONIC INERTIA,3.0
Medicare,M,WHITE,COLONIC MASS/SDA,2.0
Medicare,M,WHITE,COLONIC OBSTRUCTION,3.0
Medicare,M,WHITE,COLONIC POLYPS/SDA,3.0
Medicare,M,WHITE,COMPLETE HEART BLOCK,2.6666666666666665
Medicare,M,WHITE,COMPLETE HEART BLOCK;CORONARY ARTERY DISEASE;RENAL DISEASE,2.0
Medicare,M,WHITE,COMPLETE HEART BLOCK;LYME CARDITIS,4.0
Medicare,M,WHITE,"CONGESTIVE HEART FAILUE, PNEUMONIA",10.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE,3.4367816091954024
Medicare,M,WHITE,CONGESTIVE HEART FAILURE EXACERBATION,3.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE EXACERBATION-R/O MI,2.0
Medicare,M,WHITE,"CONGESTIVE HEART FAILURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE",2.0
Medicare,M,WHITE,"CONGESTIVE HEART FAILURE,COPD",2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE/FOOT INFECTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE/SDA,3.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE/URINARY TRACT INFECTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE; VENTRICULAR TACHYCARDIA\EP STUDY/LV MAPPING; BIVENTRICULAR ICD IMPLANTATION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;ABDOMINAL PAIN,7.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;AORTIC STENOSIS,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;APPENDICITIS,6.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;ARF,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;ATRIAL TACHYCARDIA,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;CHRONIC OBST PULM DISEASE,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;CHRONIC OBST PULM DISEASE;PNEUMONIA,8.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;CHRONIC OBST PULM DISEASE;TELEMETRY,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;COPD EXACERBATION,10.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE\CATH,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;ELEVATED INR,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;HYPOTENSION,2.5
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;HYPOXIA,3.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;METHICILLIN RESISTANT STAPH AUREUS,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;NON Q WAVE MYOCARDIAL INFARCTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;NQWMI,5.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;PNEUMONIA,4.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;PNEUMONIA;RULE-OUT MYOCARDIAL INFARCTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;RENAL FAILURE,4.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;RESPIRATORY FAILURE,3.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;RESPIRATORY FAILURE;SEVERE AS,4.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;S/P CABG,3.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;TELEMETRY,3.3333333333333335
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;TELEMETRY;STERNAL DEHISCENCE,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;URINARY TRACT INFECTION,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE;VENTRICULAR TACHYCARDIA,6.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\BIVENTRICULAR LEAD PLACEMENT VIA LEFT THORACOTOMY /SDA,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\CATH,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\RIGHT HEART CATH,6.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\SWAN PLACEMENT,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) DIRECT ACCESS ,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) PERCUTANEOUS APPROACH  ,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) PERCUTANEOUS APPROACH WITH SAPIEN ,2.0
Medicare,M,WHITE,CONGESTIVE HEART FAILURE\Transcatheter Aortic Valve Implant (TAVI)VIA DIRECT AORTIC ACCESS with Pump Stand-by (CoreValve) ,2.0
Medicare,M,WHITE,CONGETIVE HEART FAILURE,2.0
Medicare,M,WHITE,CONJESTIVE HEART FAILURE,3.0
Medicare,M,WHITE,CONSTIPATION,5.0
Medicare,M,WHITE,CONSTIPATION-ABDOMINAL MASS,2.0
Medicare,M,WHITE,COPD AND PNEUMONIA,5.0
Medicare,M,WHITE,COPD EXACERBATION,4.285714285714286
Medicare,M,WHITE,"COPD FLARE,PNEUMONIA",2.0
Medicare,M,WHITE,"COPD, PNEUMONIA, ACUTE CORONARY SYNDROME",3.0
Medicare,M,WHITE,"COPD,PNEUMONIA,PULMONARY EMBOLUS",5.0
Medicare,M,WHITE,CORD COMPRESSION,2.0
Medicare,M,WHITE,CORNARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR ,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE,2.212121212121212
Medicare,M,WHITE,CORONARY ARTERY DISEASE-UNSTABLE ANGINA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE/ V-TACH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE/CARDIAC CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE/SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE; CAROTID STENOSIS LEFT\CORONARY ARTERY BYPASS GRAFT  ENDARTERECTOMY CAROTID LEFT/SDA,5.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE; CONGESTIVE HEART FAILURE ,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE; VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION,4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;+ETT\CAD;+ETT,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;AORTIC STENOSIS;CONGESTIVE HEART FAILURE;PULMONARY EDEMA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;AORTIC STENOSIS;MR\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT;MITRAL VALVE REPLACEMENT/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;CARDIOMYOPATHY\CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;CHF\BENTAL PROCEDURE  CORONARY ARTERY BYPASS GRAFT  AORTIC AND MITRAL VALVE REPLACEMENT /SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;CHRONIC OBST PULM DISEASE,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE;CHEST PAIN\CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;CP,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;ICD DISCHARGE\CARDIAC CATHETERIZATION,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;MITRAL REGURGE,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT; WITH MVR/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;PVD\CARDIAC CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;RENAL FAILURE,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;TRANSIENT ISCHEMIC ATTACK,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE;VENTRICULAR TACHYCARDIA\LEFT HEART CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\ANGIOPLASTY/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT /SDA,3.0
Medicare,M,WHITE,"CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT, R.F. MAZE PROCEDURE /SDA",2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; ? CABG/SDA,5.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; WITH MINIMALLY INVASIVE/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CABG,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CARDIAC CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CARDIAC CATH;PLANNED CORONARY ANGIOPLASTY;STENT PLACEMENT,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CATH,2.1333333333333333
Medicare,M,WHITE,CORONARY ARTERY DISEASE\COMPLETE HEART CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT ,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT  ** NO ASSESSMENT NEEDED **,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT  MAZE PROCEDURE/SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT & MAZE PROCEDURE,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,2.5
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT REDO ,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR ,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA,2.1666666666666665
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR REDO ,6.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR;  MITRAL VALVE REPLACEMENT /SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR; ? ENDARTERECTOMY /SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR; RE-DO STERNOTOMY /SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR ,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT x4 /SDA,2.0
Medicare,M,WHITE,"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT, RE-DO/SDA",2.0
Medicare,M,WHITE,"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT, RE-DO; MITRAL VALVE REPLACEMENT VIA LEFT THORACOTOMY",2.0
Medicare,M,WHITE,"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT, RE-DO;MITRAL VALVE REPLACEMENT; ?AVR/SDA",4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT/SDA,2.4761904761904763
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? AORTIC VALVE REPLACEMENT/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? MVR/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ?? MITRAL VALVE REPLACEMENT,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; LEFT VENTRICULAR OUT-FLOW TRACT MASS RESECTION ,4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH AVR; ? MITRAL VALVE REPLACEMENT/SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;? ASCENDING AORTA/SDA,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT/SDA,2.5
Medicare,M,WHITE,CORONARY ARTERY DISEASE\DIAGNOSTIC CATH,4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\LEFT ANTERIOR DESCENDING ANGIOPLASTY,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\LEFT ANTERIOR DESCENDING STENT,3.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\LEFT HEART CATH,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\LEFT HEART CATH WITH PERCUTAREOUS CORONARY INTERVENTION TO THE LEFT ANTERIOR DESCENDING ARTERY,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\REDO CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,2.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\REDO STERNOTOMY EPICARDIAL ALBATION FOR VENTRICAL TACHYCARDIA?CORONARY ARTERY BYPASS GRAFT ,4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\RIGHT AND LEFT HEART CATH,4.0
Medicare,M,WHITE,CORONARY ARTERY DISEASE\STENT PLACEMANT,2.0
Medicare,M,WHITE,COUGH;FEVER,6.5
Medicare,M,WHITE,CP,2.0
Medicare,M,WHITE,CRF/SDA,2.0
Medicare,M,WHITE,CRITICAL AORTIC STENOSIS;CARDIOGENICSHOCK;CONGESTIVE HEART FAILURE,3.0
Medicare,M,WHITE,CROHN'S DISEASE,3.0
Medicare,M,WHITE,CROHN'S DISEASE;ABDOMINAL FISTULA,2.0
Medicare,M,WHITE,CRONIC OBSTRUCTIVE PULMONARY DISEASE,3.0
Medicare,M,WHITE,CVA;HYPOTENSION,3.0
Medicare,M,WHITE,DEBRIDEMENT HEEL ULCERS;? VEIN GRAFT RIGHT LEG,3.0
Medicare,M,WHITE,DECOMPENSATED HEART FAILURE,2.0
Medicare,M,WHITE,DECOMPRESSION LAMINECTOMY,3.0
Medicare,M,WHITE,DECUBITIS ULCER,4.0
Medicare,M,WHITE,DECUBITUS ULCERS,3.0
Medicare,M,WHITE,DEEP VEIN THROMBOSIS,3.25
Medicare,M,WHITE,DEEP VEIN THROMBUS;HYPERTENSION;CHRONIC OBST PULM DISEASE;,2.0
Medicare,M,WHITE,DEFIBRILLATOR FIRING,4.0
Medicare,M,WHITE,DEHYDRATION,2.5555555555555554
Medicare,M,WHITE,"DEHYDRATION,FAILURE TO THRIVE",3.0
Medicare,M,WHITE,DEHYDRATION/ WEAKNESS,5.0
Medicare,M,WHITE,DEHYDRATION;ELEVATED INR,2.0
Medicare,M,WHITE,DEHYDRATION;HEAD AND NECK CANCER,3.0
Medicare,M,WHITE,DEHYDRATION;RENAL FAILURE;HYPO MASS,2.0
Medicare,M,WHITE,DEHYDRATION;TELEMETRY,2.0
Medicare,M,WHITE,DENS FRACTURE,2.0
Medicare,M,WHITE,DESCENDING THORACIC ANEURYSM,2.0
Medicare,M,WHITE,DESCENDING THORACIC ANEURYSM\TAA ENDOSTENTING /SDA,2.0
Medicare,M,WHITE,DIABETES,2.0
Medicare,M,WHITE,DIABETES MELLITUS;HYPERTENSION,2.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS,3.761904761904762
Medicare,M,WHITE,"DIABETIC KETOACIDOSIS,R/O MI",2.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;CELLULITIS,2.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;CHEST PAIN;TELEMETRY,4.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;HEMATEMESIS,4.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,8.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;SEPSIS,5.0
Medicare,M,WHITE,DIABETIC KETOACIDOSIS;TELEMETRY,8.0
Medicare,M,WHITE,DIABETIC LEG ULCER;CELLULITIS,3.0
Medicare,M,WHITE,DIAPHRAGMATIC HERNIA/SDA,2.0
Medicare,M,WHITE,DIARRHEA,8.0
Medicare,M,WHITE,DIARRHEA;C-DIFF;TELEMETRY,2.0
Medicare,M,WHITE,DIARRHEA;DEHYDRATION;CHEST PAIN,4.0
Medicare,M,WHITE,DIARRHEA;DEHYDRATION;URINARY TRACT INFECTION,2.0
Medicare,M,WHITE,DILATED ASCENDING AORTA\AORTIC VALVE REPLACEMENT /SDA,2.0
Medicare,M,WHITE,DISABLING CLAUDICATION RIGHT LEG/SDA,3.0
Medicare,M,WHITE,DISC HERNIATION/SPONDYLOSIS/SDA,2.0
Medicare,M,WHITE,DISEASES OF TRICUSPID VALVE\TRICUSPID VALVE REPLACEMENT  ? CORONARY ARTERY BYPASS GRAFT  EPICARDIAL PACE MAKER/SDA,2.0
Medicare,M,WHITE,DISSECTING ANEURYSM,2.0
Medicare,M,WHITE,DIVERTICULITIS,4.5
Medicare,M,WHITE,DIVERTICULITIS/SDA,2.0
Medicare,M,WHITE,DKA,4.666666666666667
Medicare,M,WHITE,"DKA, CHEST PAIN, SI",4.0
Medicare,M,WHITE,DKA/ABDOMINAL PAIN,2.0
Medicare,M,WHITE,DKS/GASTROPARESIS,5.0
Medicare,M,WHITE,DM FOOT ULCER,2.0
Medicare,M,WHITE,DOE;PLEURAL EFFUSION,2.0
Medicare,M,WHITE,DOUBLE VESSEL DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH AVR/SDA,4.0
Medicare,M,WHITE,DRAIN LEAKAGE,5.0
Medicare,M,WHITE,DRUG REFRACTORY ATRIAL FIBRILLATION\LEFT ATRIAL TACHYCARDIA ABLATION **REMOTE WEST**/SDA,3.0
Medicare,M,WHITE,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**,2.0
Medicare,M,WHITE,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,2.5
Medicare,M,WHITE,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST** ,3.0
Medicare,M,WHITE,DRY GANGRENE,2.0
Medicare,M,WHITE,DUODENAL FISTULA/SDA,3.0
Medicare,M,WHITE,DUODENAL OBSTRUCTION,4.0
Medicare,M,WHITE,"DVT,INTRACTABLE PAIN",2.0
Medicare,M,WHITE,DYSPHAGIA,5.0
Medicare,M,WHITE,DYSPHAGIA-ESOPHAGEAL STRICTURE-HYPERTENSION-DIABETES,3.0
Medicare,M,WHITE,DYSPNEA,3.4
Medicare,M,WHITE,DYSPNEA ON EXERTION,2.0
Medicare,M,WHITE,"DYSPNEA, RESPIRATORY DISTRESS",4.0
Medicare,M,WHITE,"DYSPNEA,FEVER",3.0
Medicare,M,WHITE,DYSPNEA; TAMPONADE,2.0
Medicare,M,WHITE,DYSPNEA;COPD EXACERBATION,2.0
Medicare,M,WHITE,DYSPNEA;HYPOTENSION,2.0
Medicare,M,WHITE,DYSPNEA;HYPOXIA,4.0
Medicare,M,WHITE,DYSPNEA;RULE OUT PULMONARY HYPERTENSION\RIGHT HEART CATH,4.0
Medicare,M,WHITE,DYSPNEA;TELEMETRY,3.0
Medicare,M,WHITE,DYSPNEA;TELEMTRY,2.0
Medicare,M,WHITE,EARLY SEPSIS;PNEUMONIA,2.0
Medicare,M,WHITE,EDEMA/ELEVATED TROPONIN,3.0
Medicare,M,WHITE,EKG CHANGES,9.0
Medicare,M,WHITE,EKG CHANGES;R/O ISCHEMIA,2.0
Medicare,M,WHITE,ELEVATED GLUCOSE;TELEMETRY,2.0
Medicare,M,WHITE,ELEVATED INR,5.0
Medicare,M,WHITE,ELEVATED INR;COUMADIN TOXICITY;LOWER GI BLEED,6.0
Medicare,M,WHITE,ELEVATED TROPONIN,2.0
Medicare,M,WHITE,EMPYEMA,2.0
Medicare,M,WHITE,ENCEPHALOPATHY,3.5
Medicare,M,WHITE,ENCEPHALOPATHY;ST ELEVATION MI,2.0
Medicare,M,WHITE,ENCEPHELOPATHY AND R/O MI,3.0
Medicare,M,WHITE,END STAGE CARDIOMYOPATHY,3.0
Medicare,M,WHITE,END STAGE LIVER DISEASE,3.5
Medicare,M,WHITE,END STAGE RENAL DIESEASE\DIALYSIS CATHETER PLACEMENT,4.0
Medicare,M,WHITE,END STAGE RENAL DISEASE,2.5
Medicare,M,WHITE,END STAGE RENAL DISEASE;FAILED AV GRAFT;SEPSIS,2.0
Medicare,M,WHITE,END STAGE RENAL DISEASE;STRIAL FIBRILLATION;HYPOTENSION;HEMATURIA;CORONARY ARTERY DISEASE,5.0
Medicare,M,WHITE,END STAGE RENAL FAILURE,2.5
Medicare,M,WHITE,ENDOCARDITIS,2.6
Medicare,M,WHITE,ENDOCARDITIS;INFECTED PACEMAKER LEAD,2.0
Medicare,M,WHITE,ENDOVASCULAR AORTIC ANEURYSM,4.0
Medicare,M,WHITE,ENDSTAGE LIVER/KIDNEY DISEASE/TRANSPLANT,3.0
Medicare,M,WHITE,ENLARGED PROSTATE/SDA,2.0
Medicare,M,WHITE,EPIDURAL ABSCESS,3.0
Medicare,M,WHITE,EPIDURAL HEMATOMA,2.5
Medicare,M,WHITE,EPIGASTRIC PAIN,3.0
Medicare,M,WHITE,EPIGLOTITIS,6.0
Medicare,M,WHITE,EPILEPSY,2.0
Medicare,M,WHITE,EPISTAKIS,2.0
Medicare,M,WHITE,EPISTAXIS;ANEMIA,5.0
Medicare,M,WHITE,EPISTAXIS;R/O GASTROINTESTINAL BLEED,4.0
Medicare,M,WHITE,ESOPHAGEAL CA/SDA,2.5
Medicare,M,WHITE,ESOPHAGEAL CANCER,7.0
Medicare,M,WHITE,ESOPHAGEAL CANCER & TRACHEOESOPHAGEO FISTULA,3.0
Medicare,M,WHITE,ESOPHAGEAL CANCER/SDA,4.0
Medicare,M,WHITE,ESOPHAGEAL PERFORATION,2.0
Medicare,M,WHITE,ESOPHAGEAL STRICTURE,3.0
Medicare,M,WHITE,ESOPHAGEAL VARICES,2.0
